r	g	b	lstr
255	0	0	222083203_Agrobacterium_pAtS4c_multi-sensor_hybrid_histidine_kinase
255	0	0	222083231_Agrobacterium_pAtS4c_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222083285_Agrobacterium_pAtS4c_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222083299_Agrobacterium_pAtS4c_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102512_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102533_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102536_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102557_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102565_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102585_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102604_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102631_Agrobacterium_pAtS4e_Acr_family_transporter
255	0	0	222102634_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102663_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102671_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102672_Agrobacterium_pAtS4e_transacetylase
255	0	0	222102781_Agrobacterium_pAtS4e_Acr_family_transporter
255	0	0	222102782_Agrobacterium_pAtS4e_HlyD_family_secretion_protein
255	0	0	222102784_Agrobacterium_pAtS4e_two_component_response_regulator
255	0	0	222102804_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102869_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	222102915_Agrobacterium_pAtS4e_ABC_transporter_nucleotide_binding/ATPas
255	0	0	190895404_Rhizobium_pA_octopine_ABC_transporter
255	0	0	190895417_Rhizobium_pA_probable_peptide_ABC_transporter
255	0	0	190895483_Rhizobium_pA_putative_two-component_sensor_histidin
255	0	0	190895516_Rhizobium_pA_probable_sulfate_uptake_ABC_transporter
255	0	0	190895522_Rhizobium_pA_two-component_response_regulator_protei
255	0	0	190895537_Rhizobium_pA_putative_branched-chain_amino_acid_AB
255	0	0	190895538_Rhizobium_pA_probable_branched-chain_amino_acid_AB
255	0	0	190895543_Rhizobium_pA_ferrichrome-iron_transporter
34	139	34	153011798_Ochrobactrum_pOANT01_ABC_transporter_related
34	139	34	153011815_Ochrobactrum_pOANT01_ABC_transporter_related
34	139	34	153011835_Ochrobactrum_pOANT01_cobyrinic_acid_ac-diamide_synthase
34	139	34	153011887_Ochrobactrum_pOANT01_ABC_transporter_related
34	139	34	153011989_Ochrobactrum_pOANT02_hypothetical_protein
34	139	34	153012082_Ochrobactrum_pOANT03_ABC_transporter_related
34	139	34	153012127_Ochrobactrum_pOANT04_ABC_transporter_related
34	139	34	153012143_Ochrobactrum_pOANT04_spermidine/putrescine_ABC_transporter_ATPas
0	0	255	91790749_Polaromonas_Polaro1_Type_I_secretion_system_ATPase
0	0	255	91790911_Polaromonas_Polaro1_D-isomer_specific_2-hydroxyacid_dehydrogenase
0	0	255	91790928_Polaromonas_Polaro1_D-isomer_specific_2-hydroxyacid_dehydrogenase
0	0	255	91790931_Polaromonas_Polaro1_D-3-phosphoglycerate_dehydrogenase
0	0	255	91790944_Polaromonas_Polaro1_ABC_transporter_related
0	0	255	91790945_Polaromonas_Polaro1_ABC_transporter_related
0	0	255	91790960_Polaromonas_Polaro1_ABC_transporter_related
0	0	255	91790961_Polaromonas_Polaro1_ABC_transporter_related
0	0	255	91791093_Polaromonas_Polaro2_ABC_transporter_related
0	0	255	91791097_Polaromonas_Polaro2_ABC_transporter_related
0	0	255	91791357_Polaromonas_Polaro2_hypothetical_protein
255	0	0	161867926_Salmonella_pOU7519_TetA
255	0	0	161867932_Salmonella_pOU7519_CatII
255	0	0	161867939_Salmonella_pOU7519_Bla
255	0	0	161867945_Salmonella_pOU7519_AphAI
255	0	0	161867948_Salmonella_pOU7519_Tri
255	0	0	161867956_Salmonella_pOU7519_aminoglycoside_resistance_protein
255	0	0	161867970_Salmonella_pOU7519_StrA
255	0	0	228969459_Salmonella_pOU7519_aminoglycoside_resistance_protein
0	0	255	218442709_Cyanothece_pP742401_pentapeptide_repeat_protein
0	0	255	218442721_Cyanothece_pP742401_ABC_transporter_related
0	0	255	218442737_Cyanothece_pP742401_ABC_transporter_related
0	0	255	218442744_Cyanothece_pP742401_ABC_transporter_related
0	0	255	218442745_Cyanothece_pP742401_transferase_hexapeptide_repeat_containin
0	0	255	218442748_Cyanothece_pP742401_transferase_hexapeptide_repeat_containin
0	0	255	218442749_Cyanothece_pP742401_NAD-dependent_epimerase/dehydratase
0	0	255	218442793_Cyanothece_pP742401_Cobyrinic_acid_ac-diamide_synthase
0	0	255	218442818_Cyanothece_pP742401_ABC_transporter_related
0	0	255	218442561_Cyanothece_pP742402_Cobyrinic_acid_ac-diamide_synthase
0	0	255	218442254_Cyanothece_pP742403_Cobyrinic_acid_ac-diamide_synthase
0	0	255	218442262_Cyanothece_pP742403_pentapeptide_repeat_protein
0	0	255	220910626_Cyanothece_pP742502_Cobyrinic_acid_ac-diamide_synthase
0	0	255	220910667_Cyanothece_pP742502_histidine_kinase
0	0	255	220910672_Cyanothece_pP742502_histidine_kinase
0	0	255	220910706_Cyanothece_pP742502_Cobyrinic_acid_ac-diamide_synthase
0	0	255	220910718_Cyanothece_pP742502_two_component_transcriptional_regulator
0	0	255	220910721_Cyanothece_pP742502_PAS/PAC_sensor_hybrid_histidine_kinase
0	0	255	218203945_Cyanothece_pP880102_pentapeptide_repeat_protein
255	255	0	190015015_Bacillus_pPER272_amino_acid_ABC_transporter
255	255	0	190015281_Bacillus_pPER272_amino_acid_ABC_transporter
255	0	0	38257112_Staphylococcus_pPI-1_NukT
255	0	0	38257113_Staphylococcus_pPI-1_NukF
255	0	0	38257123_Staphylococcus_pPI-2_QacC
0	0	255	121582752_Polaromonas_pPNAP01_cobyrinic_acid_a
0	0	255	121582766_Polaromonas_pPNAP01_hypothetical_protein
0	0	255	121583087_Polaromonas_pPNAP02_hypothetical_protein
0	0	255	121583131_Polaromonas_pPNAP02_two_component_heavy_metal_respons
0	0	255	121583140_Polaromonas_pPNAP02_hypothetical_protein
0	0	255	121583459_Polaromonas_pPNAP04_excinuclease_ABC
0	0	255	121583469_Polaromonas_pPNAP04_ABC_transporter_related
0	0	255	121583470_Polaromonas_pPNAP04_ABC_transporter_related
0	0	255	121583551_Polaromonas_pPNAP06_cobyrinic_acid_a
0	0	255	121583568_Polaromonas_pPNAP07_cobyrinic_acid_a
0	0	255	118577249_Pelobacter_pPRO1_ABC_transporter_related
0	0	255	118577255_Pelobacter_pPRO1_CzcA_family_heavy_metal_efflux_protein
0	0	255	118577295_Pelobacter_pPRO1_two_component_transcriptional_regulator
0	0	255	118577317_Pelobacter_pPRO1_ABC_transporter_related
0	0	255	118577388_Pelobacter_pPRO1_cobyrinic_acid_a
255	0	0	66968625_Actinobacillus_pPSAS1522_dihydropteroate_synthase
255	0	0	66968626_Actinobacillus_pPSAS1522_aminoglycoside_phosphotransferase
34	139	34	38257034_Pseudomonas_pPSR1_transposase
34	139	34	38257036_Pseudomonas_pPSR1_aminoglycoside_phosphotransferase
34	139	34	38257037_Pseudomonas_pPSR1_aminoglycoside_phosphotransferase
200	200	200	168998490_Comamonas_pPT1_phosphonate_ABC_transporter
200	200	200	168998493_Comamonas_pPT1_D-isomer_specific_2-hydroxyacid_dehydrogenas
0	0	255	153971522_Vibrio_pR99_RTX_toxin_transporter
200	200	200	49188498_Pseudomonas_pRA2_hypothetical_protein
0	0	255	190570437_Aeromonas_pRA3_dihydropteroate_synthase
0	0	255	190570438_Aeromonas_pRA3_chloramphenicol_aminotransferase
0	0	255	190570440_Aeromonas_pRA3_dihydropteroate_synthase
0	0	255	190570441_Aeromonas_pRA3_QacEdelta1_protein_multidrug_exporter
0	0	255	190570442_Aeromonas_pRA3_aminoglycoside_resistance_protein
0	0	255	190570446_Aeromonas_pRA3_truncated_QacEdelta1_protein
255	0	0	188591521_Cupriavidus_pRALTA_type_I_secretion_system_ATP-binding_component
255	0	0	188591604_Cupriavidus_pRALTA_NodS_methyl_transferase
255	0	0	188591608_Cupriavidus_pRALTA_Nod_factor_export_ATP-binding_protein_
255	0	0	188591646_Cupriavidus_pRALTA_Multidrug_efflux_transporter_AcrB/AcrD/Acr
255	0	0	188591807_Cupriavidus_pRALTA_putative_ABC_transporter
255	0	0	188591817_Cupriavidus_pRALTA_Cobalt-zinc-cadmium_resistance_membran
0	0	255	15983535_Aeromonas_pRAS3.1_tetracycline_resistance_structural_protein_TetA
0	0	255	15983524_Aeromonas_pRAS3.2_tetracycline_resistance_structural_protein_TetA
255	0	0	10957031_Acinetobacter_pRAY_hypothetical_protein
0	0	255	115534812_Enterococcus_pRE25_chloramphenicol_acetyltransferase
0	0	255	115534818_Enterococcus_pRE25_putative_ATPase
0	0	255	115534846_Enterococcus_pRE25_aminoglycoside_6-adenylyltranserase
0	0	255	115534847_Enterococcus_pRE25_streptothricin_acetyltransferase
0	0	255	115534848_Enterococcus_pRE25_aminoglycoside_phosphotransferase_type_III
0	0	255	115534850_Enterococcus_pRE25_putative_ATPase
255	0	0	31983855_Rhodococcus_pREAT701_two-component_response_regulator
0	0	255	158339514_Acaryochloris_pREB1_ParA_family_chromosome_partitioning_ATPase
0	0	255	158339543_Acaryochloris_pREB1_toxin_secretion_ABC_transporter_ATP-bindin
0	0	255	158339575_Acaryochloris_pREB1_ParA_family_chromosome_partitioning_ATPase
0	0	255	158339629_Acaryochloris_pREB1_response_regulator_receiver
0	0	255	158339630_Acaryochloris_pREB1_two-component_hybrid_sensor_and_regulato
0	0	255	158339674_Acaryochloris_pREB1_D-alanyl-D-alanine_carboxypeptidase
0	0	255	158339736_Acaryochloris_pREB1_aminoglycoside_N3')-acetyltransferase_III
0	0	255	158339811_Acaryochloris_pREB1_ironIII)_dicitrate_ABC_transporter
0	0	255	158339822_Acaryochloris_pREB1_iron_ABC_transporter
0	0	255	158339823_Acaryochloris_pREB1_ABC_transporter
0	0	255	158339920_Acaryochloris_pREB2_ABC_transporter
0	0	255	158339965_Acaryochloris_pREB2_pentapeptide_repeat-containing_protein
0	0	255	158340059_Acaryochloris_pREB2_pentapeptide_repeat-containing_protein
0	0	255	158340179_Acaryochloris_pREB2_pentapeptide_repeat-containing_protein
0	0	255	158340266_Acaryochloris_pREB2_aminoglycoside_N3')-acetyltransferase_III
0	0	255	158340268_Acaryochloris_pREB2_pentapeptide_repeat-containing_protein
0	0	255	158340334_Acaryochloris_pREB3_two-component_response_regulator
0	0	255	158340377_Acaryochloris_pREB3_two_component_transcriptional_regulator
0	0	255	158340412_Acaryochloris_pREB3_pentapeptide_repeat-containing_protein
0	0	255	158340437_Acaryochloris_pREB3_response_regulator_receiver
0	0	255	158340438_Acaryochloris_pREB3_two-component_hybrid_sensor_and_regulato
0	0	255	158340472_Acaryochloris_pREB3_two-component_LuxR_family_transcriptiona
0	0	255	158340532_Acaryochloris_pREB3_1A_family_penicillin-binding_protein
0	0	255	158340539_Acaryochloris_pREB3_two-component_transcriptional_regulator
0	0	255	158340554_Acaryochloris_pREB3_two-component_transcriptional_regulator
0	0	255	158340640_Acaryochloris_pREB3_hypothetical_protein
0	0	255	158340654_Acaryochloris_pREB4_two-component_transcriptional_regulator
0	0	255	158340766_Acaryochloris_pREB4_response_regulator_CheY
0	0	255	158340790_Acaryochloris_pREB4_ABC_transporter
0	0	255	158340812_Acaryochloris_pREB4_two-component_transcriptiona
0	0	255	158341007_Acaryochloris_pREB5_CobQ/CobB/MinD/ParA_domain-containing_protein
0	0	255	158341108_Acaryochloris_pREB5_pentapeptide_repeat-containing_protein
0	0	255	158341150_Acaryochloris_pREB6_pentapeptide_repeat-containing_protein
0	0	255	158341219_Acaryochloris_pREB6_two-component_transcriptional_regulator
0	0	255	158341306_Acaryochloris_pREB6_two-component_response_regulator_CheY)
0	0	255	158341400_Acaryochloris_pREB7_methyltransferase
0	0	255	158341489_Acaryochloris_pREB7_pentapeptide_repeat-containing_protein
0	0	255	158341491_Acaryochloris_pREB7_peptidase_C14
0	0	255	158341508_Acaryochloris_pREB8_hypothetical_protein
0	0	255	158341584_Acaryochloris_pREB8_pentapeptide_repeat-containing_protein
0	0	255	158341585_Acaryochloris_pREB8_pentapeptide_repeat-containing_protein
255	0	0	77404498_Rhodococcus_pREC1_hypothetical_protein
255	0	0	77454787_Rhodococcus_pREL1_hypothetical_protein
255	0	0	77454809_Rhodococcus_pREL1_putative_drug_resistance_efflux_protein
200	200	200	111024793_Rhodococcus_pRHL1_tetracycline_resistance_protein
200	200	200	111024797_Rhodococcus_pRHL1_response_regulator
200	200	200	111024955_Rhodococcus_pRHL1_taurine_ABC_transporter_ATP-binding_protein
200	200	200	111025327_Rhodococcus_pRHL1_Fe3)-transporting_ATPase_protein_SfuC
200	200	200	111025331_Rhodococcus_pRHL1_response_regulator
200	200	200	111025332_Rhodococcus_pRHL1_sensor_histidine_kinase
200	200	200	111025511_Rhodococcus_pRHL1_sensory_histidine_kinase_KdpD
200	200	200	111025656_Rhodococcus_pRHL1_major_facilitator_transporter
200	200	200	111025826_Rhodococcus_pRHL1_ABC_peptide_transporter
200	200	200	111025827_Rhodococcus_pRHL1_ABC_peptide_transporter
200	200	200	111026271_Rhodococcus_pRHL2_ABC_transporter
200	200	200	111026840_Rhodococcus_pRHL3_hypothetical_protein
200	200	200	111026925_Rhodococcus_pRHL3_ABC_transporter
200	200	200	111027030_Rhodococcus_pRHL3_response_regulator
200	200	200	111027031_Rhodococcus_pRHL3_histidine_kinase
200	200	200	111027042_Rhodococcus_pRHL3_ABC_transporter
200	200	200	10954682_Agrobacterium_pRi1724_hypothetical_protein
200	200	200	190404348_Agrobacterium_pRi2659_rcorf4
200	200	200	190404359_Agrobacterium_pRi2659_rcorf15
255	0	0	212383453_Staphylococcus_pRJ6_AurT
255	0	0	116254530_Rhizobium_pRL10_putative_ATP-binding_component_of_AB
255	0	0	116254538_Rhizobium_pRL10_putative_glycine_betaine/L-proline_transpor
255	0	0	116254630_Rhizobium_pRL10_nodulation_factor_exporter_subunit_NodI
255	0	0	116254671_Rhizobium_pRL10_putative_transmembrane_ABC_transport_protein
255	0	0	116254682_Rhizobium_pRL10_putative_ATP-binding_component_of_AB
255	0	0	116254695_Rhizobium_pRL10_putative_ABC_transporter_component
255	0	0	116254699_Rhizobium_pRL10_putative_ATP-binding_component_of_AB
255	0	0	116254728_Rhizobium_pRL10_ACR/RND_family_transmembrane_transporter
255	0	0	116254729_Rhizobium_pRL10_hypothetical_protein
255	0	0	116254730_Rhizobium_pRL10_putative_two-component_response_regulato
255	0	0	116254731_Rhizobium_pRL10_putative_two-component_sensor_histidine_kinas
255	0	0	116254768_Rhizobium_pRL10_siderophore_receptor_FhuC
255	0	0	116254786_Rhizobium_pRL10_putative_nitrate_transport_component_protein
255	0	0	116254797_Rhizobium_pRL10_putative_ATP-binding_component_of_AB
255	0	0	116254840_Rhizobium_pRL10_putative_ATP-binding_component_of_AB
255	0	0	116254849_Rhizobium_pRL10_putative_component_of_ABC_transporter
255	0	0	116254866_Rhizobium_pRL10_putative_ABC_transporter_component
255	0	0	116255221_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116255260_Rhizobium_pRL11_putative_transmembrane_component_of_AB
255	0	0	116255279_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116255368_Rhizobium_pRL11_putative_ATP-binding_ABC_transporter_protein
255	0	0	116255415_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116255461_Rhizobium_pRL11_cell_division_penicillin-binding_family
255	0	0	116255509_Rhizobium_pRL11_putative_two_component_sensor_kinase/respons
255	0	0	116255572_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116255578_Rhizobium_pRL11_putative_Kdp_operon_transcriptional_regulator
255	0	0	116255579_Rhizobium_pRL11_putative_two-component_sensor_histidine_kinas
255	0	0	116255602_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116255603_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116255647_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116255754_Rhizobium_pRL11_formyltetrahydrofolate_deformylase
255	0	0	116255814_Rhizobium_pRL11_putative_ATP-binding_component_of_AB
255	0	0	116248723_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116248750_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116248757_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116248842_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116248911_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116248935_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116248975_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116249047_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116249178_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116249196_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116249272_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116249333_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	0	0	116249373_Rhizobium_pRL12_putative_ABC_transporter_component
255	0	0	116249380_Rhizobium_pRL12_two-component_histidine_kinase/respons
255	0	0	116249381_Rhizobium_pRL12_two-component_histidine_kinase/respons
255	0	0	116249396_Rhizobium_pRL12_putative_ATP-binding_component_of_AB
255	255	0	190015885_Streptomyces_pRL1_hypothetical_protein
255	0	0	116255124_Rhizobium_pRL8_putative_ATP-binding_component_of_AB
255	0	0	116249485_Rhizobium_pRL9_putative_two-component_regulator_respons
255	0	0	116249499_Rhizobium_pRL9_putative_transmembrane_ABC_transporter
255	0	0	116249514_Rhizobium_pRL9_putative_type_I_HlyD_transporter
255	0	0	116249544_Rhizobium_pRL9_putative_ATP-binding_component_of_AB
255	0	0	116249601_Rhizobium_pRL9_hexapeptide_repeat-containing_acetyltransferase
255	0	0	116249605_Rhizobium_pRL9_putative_NAD-dependent_epimerase/dehydratase
255	0	0	116249709_Rhizobium_pRL9_putative_ATP-binding_ABC_transporter
255	0	0	116249710_Rhizobium_pRL9_putative_ATP-binding_component_of_AB
255	0	0	116249731_Rhizobium_pRL9_putative_ATP-binding_protein_of_ABC_transporter
255	0	0	116249738_Rhizobium_pRL9_putative_component_of_ABC_transporter
255	0	0	116249750_Rhizobium_pRL9_putative_ATP-binding_component_of_AB
255	0	0	116249753_Rhizobium_pRL9_MFS_family_transporter
255	0	0	116249757_Rhizobium_pRL9_putative_transmembrane_attachment-relate
255	0	0	169786829_Mycobacterium_myco_abs_cobyrinic_acid_a
255	255	0	92109266_Nitrobacter_Nitro1_hypothetical_protein
255	255	0	92109430_Nitrobacter_Nitro1_cobyrinic_acid_a
255	255	0	92109495_Nitrobacter_Nitro2_hypothetical_protein
255	255	0	92109501_Nitrobacter_Nitro2_major_facilitator_transporter
255	255	0	92109533_Nitrobacter_Nitro2_hypothetical_protein
255	255	0	92109657_Nitrobacter_Nitro2_hypothetical_protein
0	0	255	77163530_Nitrosococcus_NitroA_cobyrinic_acid_a
255	255	0	92109692_Nitrobacter_Nitroha3_cobyrinic_acid_a
255	0	0	133756455_Escherichia_NR1_dihydropteroate_synthase
255	0	0	133756456_Escherichia_NR1_multidrug_exporter
255	0	0	133756463_Escherichia_NR1_chloramphenicol_acetyltransferase
255	0	0	133756494_Escherichia_NR1_tetracycline_resistance_protein_A
255	0	0	228861743_Escherichia_NR1_aminoglycoside_resistance_protein
255	0	0	10956625_Rhodococcus_p103_two-component_response_regulator-like_protein
255	0	0	190570468_Actinobacillus_p12494_TetH
255	0	0	32470058_Escherichia_p1658/97_dihydropteroate_synthase
255	0	0	32470059_Escherichia_p1658/97_hypothetical_protein
255	0	0	32470060_Escherichia_p1658/97_aminoglycoside_resistance_protein
255	0	0	32470062_Escherichia_p1658/97_Aac3)-Ia
255	0	0	32470071_Escherichia_p1658/97_BlaSHV-5
255	0	0	218692827_Escherichia_p1ESCUM_ABC_transporter_ATP_binding_protein
255	0	0	218692842_Escherichia_p1ESCUM_tetracycline_efflux_transporter
255	0	0	168998512_Staphylococcus_p21_ABC_transporter_ATP-binding_protein
34	139	34	169786891_Acinetobacter_p3ABAYE_excinuclease_ABC_subunit_A
34	139	34	169786971_Acinetobacter_p3ABAYE_putative_partitioning_protein
255	0	0	86359889_Rhizobium_p42b_multidrug_efflux_transporter_protein
255	0	0	86360026_Rhizobium_p42b_sugar_ABC_transporter
255	0	0	86360038_Rhizobium_p42b_putative_amino_acid_ABC_transporter
255	0	0	86360040_Rhizobium_p42b_fosmidomycin_antibiotic_resistence_permeas
255	0	0	86360052_Rhizobium_p42c_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86360063_Rhizobium_p42c_taurine_uptake_ABC_transporter
255	0	0	86360076_Rhizobium_p42c_polyamine_ABC_transporter_ATP-binding_protein
255	0	0	86360081_Rhizobium_p42c_sugar_ABC_transporter
255	0	0	86360100_Rhizobium_p42c_efflux_cation_transporter_protein
255	0	0	86360101_Rhizobium_p42c_efflux_cation_transporter_protein
255	0	0	86360102_Rhizobium_p42c_two-component_response_regulator_protein
255	0	0	86360103_Rhizobium_p42c_two-component_sensor_histidine_kinase_protein
255	0	0	86360203_Rhizobium_p42c_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86360210_Rhizobium_p42c_aliphatic_sulfonate_ABC_transporter_ATP-bindin
255	0	0	86360225_Rhizobium_p42c_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86360358_Rhizobium_p42e_octopine_ABC_transporter
255	0	0	86360371_Rhizobium_p42e_peptide_ABC_transporter
255	0	0	86360398_Rhizobium_p42e_putative_ABC_transporter
255	0	0	86360434_Rhizobium_p42e_methyltransferase_protein
255	0	0	86360530_Rhizobium_p42e_sulfate_uptake_ABC_transporter
255	0	0	86360536_Rhizobium_p42e_two-component_response_regulator
255	0	0	86360550_Rhizobium_p42e_branched_chain_amino_acid_ABC_transporte
255	0	0	86360551_Rhizobium_p42e_branched_chain_amino_acid_ABC_transporte
255	0	0	86360556_Rhizobium_p42e_ferrichrome-iron_transporter
255	0	0	86360619_Rhizobium_p42e_putative_peptide_ABC_transporter
255	0	0	86360691_Rhizobium_p42e_formyltetrahydrofolate_deformylase
255	0	0	86360890_Rhizobium_p42f_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86360895_Rhizobium_p42f_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86360918_Rhizobium_p42f_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86360921_Rhizobium_p42f_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86360984_Rhizobium_p42f_glutamine_ABC_transporter
255	0	0	86360994_Rhizobium_p42f_two-component_sensor_histidine_kinase/respons
255	0	0	86360995_Rhizobium_p42f_two-component_sensor_histidine_kinase/respons
255	0	0	86361001_Rhizobium_p42f_iron_ABC_transporter
255	0	0	86361038_Rhizobium_p42f_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86361041_Rhizobium_p42f_two-component_response_regulator_protein
255	0	0	86361084_Rhizobium_p42f_oligopeptide_ABC_transporter
255	0	0	86361124_Rhizobium_p42f_glycine_betaine/L-proline_ABC_transporter
255	0	0	86361142_Rhizobium_p42f_amino_acid_ABC_transporter_ATP-binding_protein
255	0	0	86361184_Rhizobium_p42f_nitrate_ABC_transporter
255	0	0	86361259_Rhizobium_p42f_two-component_response_regulator_protein
255	0	0	86361299_Rhizobium_p42f_plasmid_partitioning_protein_RepAf1
0	0	255	62464782_Leptospirillum_p49879.1_ParA_partitioning-like_protein
0	0	255	62195096_Leptospirillum_p49879.2_hypothetical_protein
0	0	255	62195103_Leptospirillum_p49879.2_hypothetical_protein
255	0	0	29611531_Bacteroides_p5482_chromosome-partitioning_ATPase
255	0	0	219372022_Escherichia_p6148_dihydropteroate_synthase
255	0	0	219372023_Escherichia_p6148_streptomycin_resistance_protein_A
255	0	0	219372024_Escherichia_p6148_streptomycin_resistance_protein_B
34	139	34	189913491_Leptospira_p74_Paris_ABC-type_transport_system
34	139	34	189913501_Leptospira_p74_Paris_Putative_GGDEF/response_regulator_receive
34	139	34	189913154_Leptospira_p74_ATP-binding_protein_of_an_ABC_transporte
34	139	34	189913164_Leptospira_p74_GGDEF_domain_receiver_component_of_a_two
255	0	0	41056919_Escherichia_p9123_dihydropteroate_synthase
255	0	0	41056920_Escherichia_p9123_streptomycin_phosphotransferase
255	0	0	41056921_Escherichia_p9123_streptomycin_phosphotransferase
255	0	0	161598474_Actinobacillus_p9555_TetL
255	0	0	161598471_Actinobacillus_p9956_TetH
255	0	0	165975449_Salmonella_pA172_quaternary_ammonium_compound-resistance_protei
0	0	255	73746033_Sphingomonas_pA1_IncC
255	0	0	30387206_Corynebacterium_pA505_putative_ABC_transporter_ATP-binding_protein
255	0	0	58616656_Achromobacter_pA81_putative_branched-chain_amino_acid_transporter
255	0	0	58616657_Achromobacter_pA81_putative_ABC_transporter_ATP-binding_protein
200	200	200	148274166_Aeromonas_pAb5S9_partition_protein
200	200	200	148274169_Aeromonas_pAb5S9_florfenicol_exporter
200	200	200	148274172_Aeromonas_pAb5S9_tetracycline_resistance_efflux_protein
200	200	200	148274173_Aeromonas_pAb5S9_streptomycin_phosphotransferase_B
200	200	200	148274174_Aeromonas_pAb5S9_streptomycin_phosphotransferase_A
200	200	200	148274175_Aeromonas_pAb5S9_dihydropteroate_synthase_type_II
34	139	34	170780397_Acinetobacter_pABIR_macrolide_efflux_protein
34	139	34	170780398_Acinetobacter_pABIR_macrolide_2'-phosphotransferase
200	200	200	10955175_Acetobacter_pAC5_putative_transposase
255	255	0	219882549_Arthrobacter_pACHL01_Dihydrofolate_reductase
255	255	0	219882639_Arthrobacter_pACHL01_ABC_transporter_related
255	255	0	219883374_Arthrobacter_pACHL02_ABC_transporter_related
0	0	255	148243637_Acidiphilium_pACRY01_two_component_heavy_metal_respons
0	0	255	148243760_Acidiphilium_pACRY01_major_facilitator_transporter
0	0	255	148243776_Acidiphilium_pACRY01_major_facilitator_transporter
0	0	255	148243793_Acidiphilium_pACRY01_cobyrinic_acid_a
0	0	255	148243820_Acidiphilium_pACRY02_ABC_transporter_related
0	0	255	148243963_Acidiphilium_pACRY02_ABC_transporter_related
0	0	255	148243964_Acidiphilium_pACRY02_ABC_transporter_related
0	0	255	148243972_Acidiphilium_pACRY02_major_facilitator_transporter
0	0	255	148243999_Acidiphilium_pACRY03_osmosensitive_K_channel_signal_transductio
255	0	0	27753648_Lactobacillus_pAE78_erm44
34	139	34	10956601_Corynebacterium_pAG1_tetracycline_resistance_protein_TetA
255	255	0	218848223_Bacillus_pAH820_272_ATP-binding_protein
255	0	0	154263799_Escherichia_pAK51_b-lactamase
255	0	0	154263802_Escherichia_pAK51_tetracycline_resistance_protein
255	0	0	49145928_Helicobacter_pAL202_hypothetical_protein
0	0	255	32470449_Enterococcus_pAMalpha1_TetL_transporter
255	0	0	190570395_Salmonella_pAnkS_BlaTEM_beta-lactamase
0	0	255	21954778_Synechococcus_pANL_ANL22
0	0	255	21954779_Synechococcus_pANL_ANL23
0	0	255	47060336_Synechococcus_pANL_ANL53
255	0	0	121582602_Acidovorax_pAOVO02_cobyrinic_acid_a
